COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,VACCINES_USED
Guatemala,GTM,AMRO,REPORTING,9/17/2021 0:00,5862778,3963266,32.724,22.122,1899512,10.603,2/25/2021 0:00,5,Gamaleya - Sputnik V
Guatemala,GTM,AMRO,REPORTING,9/17/2021 0:00,5862778,3963266,32.724,22.122,1899512,10.603,2/25/2021 0:00,5,Moderna - mRNA-1273
Guatemala,GTM,AMRO,REPORTING,9/17/2021 0:00,5862778,3963266,32.724,22.122,1899512,10.603,2/25/2021 0:00,5,Pfizer BioNTech - Comirnaty
Guatemala,GTM,AMRO,REPORTING,9/17/2021 0:00,5862778,3963266,32.724,22.122,1899512,10.603,2/25/2021 0:00,5,SII - Covishield
Guernsey,GGY,EURO,OWID,9/20/2021 0:00,101586,,157.576,,,,,3,Moderna - mRNA-1273
Guernsey,GGY,EURO,OWID,9/20/2021 0:00,101586,,157.576,,,,,3,AstraZeneca - AZD1222
Guernsey,GGY,EURO,OWID,9/20/2021 0:00,101586,,157.576,,,,,3,Pfizer BioNTech - Comirnaty
Guinea,GIN,AFRO,REPORTING,9/22/2021 0:00,1486374,1021489,11.318,7.778,464885,3.54,3/5/2021 0:00,6,Beijing CNBG - BBIBP-CorV
Guinea,GIN,AFRO,REPORTING,9/22/2021 0:00,1486374,1021489,11.318,7.778,464885,3.54,3/5/2021 0:00,6,Gamaleya - Sputnik V
Guinea,GIN,AFRO,REPORTING,9/22/2021 0:00,1486374,1021489,11.318,7.778,464885,3.54,3/5/2021 0:00,6,Janssen - Ad26.COV 2.5
Guinea,GIN,AFRO,REPORTING,9/22/2021 0:00,1486374,1021489,11.318,7.778,464885,3.54,3/5/2021 0:00,6,Pfizer BioNTech - Comirnaty
Guinea,GIN,AFRO,REPORTING,9/22/2021 0:00,1486374,1021489,11.318,7.778,464885,3.54,3/5/2021 0:00,6,SII - Covishield
Guinea,GIN,AFRO,REPORTING,9/22/2021 0:00,1486374,1021489,11.318,7.778,464885,3.54,3/5/2021 0:00,6,Sinovac - CoronaVac
Guinea-Bissau,GNB,AFRO,REPORTING,9/22/2021 0:00,94715,87231,4.813,4.432,7484,0.38,4/2/2021 0:00,2,Beijing CNBG - BBIBP-CorV
Guinea-Bissau,GNB,AFRO,REPORTING,9/22/2021 0:00,94715,87231,4.813,4.432,7484,0.38,4/2/2021 0:00,2,SII - Covishield
Guyana,GUY,AMRO,REPORTING,9/17/2021 0:00,518295,341600,65.895,43.43,176695,22.465,2/11/2021 0:00,6,AstraZeneca - Vaxzevria
Guyana,GUY,AMRO,REPORTING,9/17/2021 0:00,518295,341600,65.895,43.43,176695,22.465,2/11/2021 0:00,6,Beijing CNBG - BBIBP-CorV
Guyana,GUY,AMRO,REPORTING,9/17/2021 0:00,518295,341600,65.895,43.43,176695,22.465,2/11/2021 0:00,6,Gamaleya - Sputnik V
Guyana,GUY,AMRO,REPORTING,9/17/2021 0:00,518295,341600,65.895,43.43,176695,22.465,2/11/2021 0:00,6,Moderna - mRNA-1273
Guyana,GUY,AMRO,REPORTING,9/17/2021 0:00,518295,341600,65.895,43.43,176695,22.465,2/11/2021 0:00,6,Pfizer BioNTech - Comirnaty
Guyana,GUY,AMRO,REPORTING,9/17/2021 0:00,518295,341600,65.895,43.43,176695,22.465,2/11/2021 0:00,6,SII - Covishield
Haiti,HTI,AMRO,REPORTING,9/17/2021 0:00,57341,40198,0.503,0.353,17484,0.153,,2,Janssen - Ad26.COV 2.5
Haiti,HTI,AMRO,REPORTING,9/17/2021 0:00,57341,40198,0.503,0.353,17484,0.153,,2,Moderna - mRNA-1273
Honduras,HND,AMRO,REPORTING,9/17/2021 0:00,4381368,2590970,44.236,26.159,1790773,18.08,2/26/2021 0:00,6,AstraZeneca - Vaxzevria
Honduras,HND,AMRO,REPORTING,9/17/2021 0:00,4381368,2590970,44.236,26.159,1790773,18.08,2/26/2021 0:00,6,Gamaleya - Sputnik V
Honduras,HND,AMRO,REPORTING,9/17/2021 0:00,4381368,2590970,44.236,26.159,1790773,18.08,2/26/2021 0:00,6,Janssen - Ad26.COV 2.5
Honduras,HND,AMRO,REPORTING,9/17/2021 0:00,4381368,2590970,44.236,26.159,1790773,18.08,2/26/2021 0:00,6,Moderna - mRNA-1273
Honduras,HND,AMRO,REPORTING,9/17/2021 0:00,4381368,2590970,44.236,26.159,1790773,18.08,2/26/2021 0:00,6,Pfizer BioNTech - Comirnaty
Honduras,HND,AMRO,REPORTING,9/17/2021 0:00,4381368,2590970,44.236,26.159,1790773,18.08,2/26/2021 0:00,6,SII - Covishield
Hungary,HUN,EURO,OWID,9/21/2021 0:00,,5865865,,60.042,5591911,57.238,,6,Janssen - Ad26.COV 2.5
Hungary,HUN,EURO,OWID,9/21/2021 0:00,,5865865,,60.042,5591911,57.238,,6,Moderna - mRNA-1273
Hungary,HUN,EURO,OWID,9/21/2021 0:00,,5865865,,60.042,5591911,57.238,,6,AstraZeneca - AZD1222
Hungary,HUN,EURO,OWID,9/21/2021 0:00,,5865865,,60.042,5591911,57.238,,6,Pfizer BioNTech - Comirnaty
Hungary,HUN,EURO,OWID,9/21/2021 0:00,,5865865,,60.042,5591911,57.238,,6,Beijing CNBG - Inactivated
Hungary,HUN,EURO,OWID,9/21/2021 0:00,,5865865,,60.042,5591911,57.238,,6,Gamaleya - Sputnik V
Iceland,ISL,EURO,OWID,9/21/2021 0:00,548904,281267,150.742,77.243,274497,75.384,,4,Janssen - Ad26.COV 2.5
Iceland,ISL,EURO,OWID,9/21/2021 0:00,548904,281267,150.742,77.243,274497,75.384,,4,Moderna - mRNA-1273
Iceland,ISL,EURO,OWID,9/21/2021 0:00,548904,281267,150.742,77.243,274497,75.384,,4,AstraZeneca - AZD1222
Iceland,ISL,EURO,OWID,9/21/2021 0:00,548904,281267,150.742,77.243,274497,75.384,,4,Pfizer BioNTech - Comirnaty
India,IND,SEARO,REPORTING,9/21/2021 0:00,818513827,609568160,59.312,44.171,208945667,15.141,1/16/2021 0:00,5,Bharat - Covaxin
India,IND,SEARO,REPORTING,9/21/2021 0:00,818513827,609568160,59.312,44.171,208945667,15.141,1/16/2021 0:00,5,Gamaleya - Sputnik V
India,IND,SEARO,REPORTING,9/21/2021 0:00,818513827,609568160,59.312,44.171,208945667,15.141,1/16/2021 0:00,5,Janssen - Ad26.COV 2.5
India,IND,SEARO,REPORTING,9/21/2021 0:00,818513827,609568160,59.312,44.171,208945667,15.141,1/16/2021 0:00,5,Moderna - mRNA-1273
India,IND,SEARO,REPORTING,9/21/2021 0:00,818513827,609568160,59.312,44.171,208945667,15.141,1/16/2021 0:00,5,SII - Covishield
Indonesia,IDN,SEARO,REPORTING,9/21/2021 0:00,127209288,81083498,46.508,29.644,46125790,16.864,1/13/2021 0:00,5,AstraZeneca - Vaxzevria
Indonesia,IDN,SEARO,REPORTING,9/21/2021 0:00,127209288,81083498,46.508,29.644,46125790,16.864,1/13/2021 0:00,5,Beijing CNBG - BBIBP-CorV
Indonesia,IDN,SEARO,REPORTING,9/21/2021 0:00,127209288,81083498,46.508,29.644,46125790,16.864,1/13/2021 0:00,5,Moderna - mRNA-1273
Indonesia,IDN,SEARO,REPORTING,9/21/2021 0:00,127209288,81083498,46.508,29.644,46125790,16.864,1/13/2021 0:00,5,Pfizer BioNTech - Comirnaty
Indonesia,IDN,SEARO,REPORTING,9/21/2021 0:00,127209288,81083498,46.508,29.644,46125790,16.864,1/13/2021 0:00,5,Sinovac - CoronaVac
Iran (Islamic Republic of),IRN,EMRO,REPORTING,9/20/2021 0:00,43372270,29526662,51.638,35.154,13961491,16.622,2/9/2021 0:00,4,AstraZeneca - Vaxzevria
Iran (Islamic Republic of),IRN,EMRO,REPORTING,9/20/2021 0:00,43372270,29526662,51.638,35.154,13961491,16.622,2/9/2021 0:00,4,Beijing CNBG - BBIBP-CorV
Iran (Islamic Republic of),IRN,EMRO,REPORTING,9/20/2021 0:00,43372270,29526662,51.638,35.154,13961491,16.622,2/9/2021 0:00,4,Bharat - Covaxin
Iran (Islamic Republic of),IRN,EMRO,REPORTING,9/20/2021 0:00,43372270,29526662,51.638,35.154,13961491,16.622,2/9/2021 0:00,4,Gamaleya - Sputnik V
Iraq,IRQ,EMRO,REPORTING,9/11/2021 0:00,6672182,4203578,16.588,10.451,2468604,6.137,3/2/2021 0:00,4,AstraZeneca - Vaxzevria
Iraq,IRQ,EMRO,REPORTING,9/11/2021 0:00,6672182,4203578,16.588,10.451,2468604,6.137,3/2/2021 0:00,4,Beijing CNBG - BBIBP-CorV
Iraq,IRQ,EMRO,REPORTING,9/11/2021 0:00,6672182,4203578,16.588,10.451,2468604,6.137,3/2/2021 0:00,4,Gamaleya - Sputnik V
Iraq,IRQ,EMRO,REPORTING,9/11/2021 0:00,6672182,4203578,16.588,10.451,2468604,6.137,3/2/2021 0:00,4,Pfizer BioNTech - Comirnaty
Ireland,IRL,EURO,OWID,9/21/2021 0:00,7146326,3755964,143.95,75.657,3625372,73.027,,4,Janssen - Ad26.COV 2.5
Ireland,IRL,EURO,OWID,9/21/2021 0:00,7146326,3755964,143.95,75.657,3625372,73.027,,4,Moderna - mRNA-1273
Ireland,IRL,EURO,OWID,9/21/2021 0:00,7146326,3755964,143.95,75.657,3625372,73.027,,4,AstraZeneca - AZD1222
Ireland,IRL,EURO,OWID,9/21/2021 0:00,7146326,3755964,143.95,75.657,3625372,73.027,,4,Pfizer BioNTech - Comirnaty
Isle of Man,IMN,EURO,OWID,9/21/2021 0:00,129296,65457,152.056,76.979,63839,75.076,,2,AstraZeneca - AZD1222
Isle of Man,IMN,EURO,OWID,9/21/2021 0:00,129296,65457,152.056,76.979,63839,75.076,,2,Pfizer BioNTech - Comirnaty
Israel,ISR,EURO,OWID,9/21/2021 0:00,14771682,6073154,170.662,70.165,5593649,64.625,,2,Moderna - mRNA-1273
Israel,ISR,EURO,OWID,9/21/2021 0:00,14771682,6073154,170.662,70.165,5593649,64.625,,2,Pfizer BioNTech - Comirnaty
Italy,ITA,EURO,OWID,9/21/2021 0:00,82949592,44457812,139.08,74.542,39945023,66.975,,4,Janssen - Ad26.COV 2.5
Italy,ITA,EURO,OWID,9/21/2021 0:00,82949592,44457812,139.08,74.542,39945023,66.975,,4,Moderna - mRNA-1273
Italy,ITA,EURO,OWID,9/21/2021 0:00,82949592,44457812,139.08,74.542,39945023,66.975,,4,AstraZeneca - AZD1222
Italy,ITA,EURO,OWID,9/21/2021 0:00,82949592,44457812,139.08,74.542,39945023,66.975,,4,Pfizer BioNTech - Comirnaty
Jamaica,JAM,AMRO,REPORTING,9/17/2021 0:00,699529,503845,23.623,17.015,214971,7.26,3/10/2021 0:00,3,AstraZeneca - Vaxzevria
Jamaica,JAM,AMRO,REPORTING,9/17/2021 0:00,699529,503845,23.623,17.015,214971,7.26,3/10/2021 0:00,3,Janssen - Ad26.COV 2.5
Jamaica,JAM,AMRO,REPORTING,9/17/2021 0:00,699529,503845,23.623,17.015,214971,7.26,3/10/2021 0:00,3,SII - Covishield
Japan,JPN,WPRO,REPORTING,9/12/2021 0:00,144312589,79835876,114.102,63.123,64476713,50.979,2/17/2021 0:00,4,AstraZeneca - Vaxzevria
Japan,JPN,WPRO,REPORTING,9/12/2021 0:00,144312589,79835876,114.102,63.123,64476713,50.979,2/17/2021 0:00,4,Moderna - mRNA-1273
Japan,JPN,WPRO,REPORTING,9/12/2021 0:00,144312589,79835876,114.102,63.123,64476713,50.979,2/17/2021 0:00,4,Novavax - Covavax
Japan,JPN,WPRO,REPORTING,9/12/2021 0:00,144312589,79835876,114.102,63.123,64476713,50.979,2/17/2021 0:00,4,Pfizer BioNTech - Comirnaty
Jersey,JEY,EURO,OWID,9/15/2021 0:00,150652,76918,139.757,71.355,73734,68.401,,3,Moderna - mRNA-1273
Jersey,JEY,EURO,OWID,9/15/2021 0:00,150652,76918,139.757,71.355,73734,68.401,,3,AstraZeneca - AZD1222
Jersey,JEY,EURO,OWID,9/15/2021 0:00,150652,76918,139.757,71.355,73734,68.401,,3,Pfizer BioNTech - Comirnaty
Jordan,JOR,EMRO,REPORTING,9/21/2021 0:00,6830014,3639789,66.94,35.673,3190225,31.267,1/13/2021 0:00,6,AstraZeneca - Vaxzevria
Jordan,JOR,EMRO,REPORTING,9/21/2021 0:00,6830014,3639789,66.94,35.673,3190225,31.267,1/13/2021 0:00,6,Beijing CNBG - BBIBP-CorV
Jordan,JOR,EMRO,REPORTING,9/21/2021 0:00,6830014,3639789,66.94,35.673,3190225,31.267,1/13/2021 0:00,6,Gamaleya - Sputnik V
Jordan,JOR,EMRO,REPORTING,9/21/2021 0:00,6830014,3639789,66.94,35.673,3190225,31.267,1/13/2021 0:00,6,Janssen - Ad26.COV 2.5
Jordan,JOR,EMRO,REPORTING,9/21/2021 0:00,6830014,3639789,66.94,35.673,3190225,31.267,1/13/2021 0:00,6,Moderna - mRNA-1273
Jordan,JOR,EMRO,REPORTING,9/21/2021 0:00,6830014,3639789,66.94,35.673,3190225,31.267,1/13/2021 0:00,6,Pfizer BioNTech - Comirnaty
Kazakhstan,KAZ,EURO,OWID,9/21/2021 0:00,13536123,7334870,72.09,39.064,6201253,33.026,,3,QazVac
Kazakhstan,KAZ,EURO,OWID,9/21/2021 0:00,13536123,7334870,72.09,39.064,6201253,33.026,,3,Sinopharm/HayatVax
Kazakhstan,KAZ,EURO,OWID,9/21/2021 0:00,13536123,7334870,72.09,39.064,6201253,33.026,,3,Gamaleya - Sputnik V
Kenya,KEN,AFRO,REPORTING,9/22/2021 0:00,3507836,2631821,6.524,4.894,876015,1.629,3/5/2021 0:00,1,SII - Covishield
Kiribati,KIR,WPRO,REPORTING,9/10/2021 0:00,36258,29429,30.354,24.637,6829,5.717,5/26/2021 0:00,2,AstraZeneca - Vaxzevria
Kiribati,KIR,WPRO,REPORTING,9/10/2021 0:00,36258,29429,30.354,24.637,6829,5.717,5/26/2021 0:00,2,Beijing CNBG - BBIBP-CorV
Kosovo,XKX,EURO,OWID,9/21/2021 0:00,1193786,740026,66.482,41.212,453760,25.27,,2,AstraZeneca - AZD1222
Kosovo,XKX,EURO,OWID,9/21/2021 0:00,1193786,740026,66.482,41.212,453760,25.27,,2,Pfizer BioNTech - Comirnaty
Kuwait,KWT,EMRO,REPORTING,8/4/2021 0:00,2380000,,55.73,,,,12/28/2020 0:00,5,AstraZeneca - Vaxzevria
Kuwait,KWT,EMRO,REPORTING,8/4/2021 0:00,2380000,,55.73,,,,12/28/2020 0:00,5,Beijing CNBG - BBIBP-CorV
Kuwait,KWT,EMRO,REPORTING,8/4/2021 0:00,2380000,,55.73,,,,12/28/2020 0:00,5,Janssen - Ad26.COV 2.5
Kuwait,KWT,EMRO,REPORTING,8/4/2021 0:00,2380000,,55.73,,,,12/28/2020 0:00,5,Moderna - mRNA-1273
Kuwait,KWT,EMRO,REPORTING,8/4/2021 0:00,2380000,,55.73,,,,12/28/2020 0:00,5,Pfizer BioNTech - Comirnaty
Kyrgyzstan,KGZ,EURO,OWID,9/21/2021 0:00,1361717,780874,20.872,11.969,576364,8.834,,2,Beijing CNBG - Inactivated
Kyrgyzstan,KGZ,EURO,OWID,9/21/2021 0:00,1361717,780874,20.872,11.969,576364,8.834,,2,Gamaleya - Sputnik V
Lao People's Democratic Republic,LAO,WPRO,REPORTING,9/11/2021 0:00,3664650,2656850,50.369,36.517,1857709,25.534,11/25/2020 0:00,7,AstraZeneca - Vaxzevria
Lao People's Democratic Republic,LAO,WPRO,REPORTING,9/11/2021 0:00,3664650,2656850,50.369,36.517,1857709,25.534,11/25/2020 0:00,7,Beijing CNBG - BBIBP-CorV
Lao People's Democratic Republic,LAO,WPRO,REPORTING,9/11/2021 0:00,3664650,2656850,50.369,36.517,1857709,25.534,11/25/2020 0:00,7,Gamaleya - Sputnik V
Lao People's Democratic Republic,LAO,WPRO,REPORTING,9/11/2021 0:00,3664650,2656850,50.369,36.517,1857709,25.534,11/25/2020 0:00,7,Janssen - Ad26.COV 2.5
Lao People's Democratic Republic,LAO,WPRO,REPORTING,9/11/2021 0:00,3664650,2656850,50.369,36.517,1857709,25.534,11/25/2020 0:00,7,Pfizer BioNTech - Comirnaty
Lao People's Democratic Republic,LAO,WPRO,REPORTING,9/11/2021 0:00,3664650,2656850,50.369,36.517,1857709,25.534,11/25/2020 0:00,7,SII - Covishield
Lao People's Democratic Republic,LAO,WPRO,REPORTING,9/11/2021 0:00,3664650,2656850,50.369,36.517,1857709,25.534,11/25/2020 0:00,7,Sinovac - CoronaVac
Latvia,LVA,EURO,OWID,9/21/2021 0:00,1591932,892659,83.449,46.793,812983,42.616,,4,Janssen - Ad26.COV 2.5
Latvia,LVA,EURO,OWID,9/21/2021 0:00,1591932,892659,83.449,46.793,812983,42.616,,4,Moderna - mRNA-1273
Latvia,LVA,EURO,OWID,9/21/2021 0:00,1591932,892659,83.449,46.793,812983,42.616,,4,AstraZeneca - AZD1222
Latvia,LVA,EURO,OWID,9/21/2021 0:00,1591932,892659,83.449,46.793,812983,42.616,,4,Pfizer BioNTech - Comirnaty
Lebanon,LBN,EMRO,REPORTING,9/20/2021 0:00,2929966,1608545,42.927,23.567,1321421,19.36,2/14/2021 0:00,4,AstraZeneca - Vaxzevria
Lebanon,LBN,EMRO,REPORTING,9/20/2021 0:00,2929966,1608545,42.927,23.567,1321421,19.36,2/14/2021 0:00,4,Beijing CNBG - BBIBP-CorV
Lebanon,LBN,EMRO,REPORTING,9/20/2021 0:00,2929966,1608545,42.927,23.567,1321421,19.36,2/14/2021 0:00,4,Gamaleya - Sputnik V
Lebanon,LBN,EMRO,REPORTING,9/20/2021 0:00,2929966,1608545,42.927,23.567,1321421,19.36,2/14/2021 0:00,4,Pfizer BioNTech - Comirnaty
Lesotho,LSO,AFRO,REPORTING,9/20/2021 0:00,332954,249173,15.542,11.631,238727,11.144,3/10/2021 0:00,1,SII - Covishield
Liberia,LBR,AFRO,REPORTING,9/22/2021 0:00,248645,86288,4.916,1.706,154864,3.062,4/1/2021 0:00,1,SII - Covishield
Libya,LBY,EMRO,REPORTING,9/21/2021 0:00,1491581,1324629,21.707,19.278,166952,2.43,4/11/2021 0:00,7,AstraZeneca - Vaxzevria
Libya,LBY,EMRO,REPORTING,9/21/2021 0:00,1491581,1324629,21.707,19.278,166952,2.43,4/11/2021 0:00,7,Beijing CNBG - BBIBP-CorV
Libya,LBY,EMRO,REPORTING,9/21/2021 0:00,1491581,1324629,21.707,19.278,166952,2.43,4/11/2021 0:00,7,Gamaleya - Sputnik V
Libya,LBY,EMRO,REPORTING,9/21/2021 0:00,1491581,1324629,21.707,19.278,166952,2.43,4/11/2021 0:00,7,Janssen - Ad26.COV 2.5
Libya,LBY,EMRO,REPORTING,9/21/2021 0:00,1491581,1324629,21.707,19.278,166952,2.43,4/11/2021 0:00,7,Moderna - mRNA-1273
Libya,LBY,EMRO,REPORTING,9/21/2021 0:00,1491581,1324629,21.707,19.278,166952,2.43,4/11/2021 0:00,7,Pfizer BioNTech - Comirnaty
Libya,LBY,EMRO,REPORTING,9/21/2021 0:00,1491581,1324629,21.707,19.278,166952,2.43,4/11/2021 0:00,7,Sinovac - CoronaVac
Liechtenstein,LIE,OTHER,OWID,9/21/2021 0:00,46088,24182,118.946,62.41,22195,57.282,,2,Moderna - mRNA-1273
Liechtenstein,LIE,OTHER,OWID,9/21/2021 0:00,46088,24182,118.946,62.41,22195,57.282,,2,Pfizer BioNTech - Comirnaty
Lithuania,LTU,EURO,OWID,9/20/2021 0:00,3339375,1720488,119.516,61.576,1618887,57.94,,4,Janssen - Ad26.COV 2.5
Lithuania,LTU,EURO,OWID,9/20/2021 0:00,3339375,1720488,119.516,61.576,1618887,57.94,,4,Moderna - mRNA-1273
Lithuania,LTU,EURO,OWID,9/20/2021 0:00,3339375,1720488,119.516,61.576,1618887,57.94,,4,AstraZeneca - AZD1222
Lithuania,LTU,EURO,OWID,9/20/2021 0:00,3339375,1720488,119.516,61.576,1618887,57.94,,4,Pfizer BioNTech - Comirnaty
Luxembourg,LUX,EURO,OWID,9/17/2021 0:00,777789,414577,124.226,66.215,,,,4,Janssen - Ad26.COV 2.5
Luxembourg,LUX,EURO,OWID,9/17/2021 0:00,777789,414577,124.226,66.215,,,,4,Moderna - mRNA-1273
Luxembourg,LUX,EURO,OWID,9/17/2021 0:00,777789,414577,124.226,66.215,,,,4,AstraZeneca - AZD1222
Luxembourg,LUX,EURO,OWID,9/17/2021 0:00,777789,414577,124.226,66.215,,,,4,Pfizer BioNTech - Comirnaty
Madagascar,MDG,AFRO,REPORTING,9/20/2021 0:00,381633,197001,1.378,0.711,184632,0.667,5/10/2021 0:00,1,SII - Covishield
Malawi,MWI,AFRO,REPORTING,9/22/2021 0:00,1061153,758663,5.547,3.966,480236,2.51,3/11/2021 0:00,1,SII - Covishield
Malaysia,MYS,WPRO,REPORTING,9/10/2021 0:00,37395688,21080152,115.54,65.131,16680780,51.538,2/24/2021 0:00,5,AstraZeneca - Vaxzevria
Malaysia,MYS,WPRO,REPORTING,9/10/2021 0:00,37395688,21080152,115.54,65.131,16680780,51.538,2/24/2021 0:00,5,CanSino - Ad5-nCOV
Malaysia,MYS,WPRO,REPORTING,9/10/2021 0:00,37395688,21080152,115.54,65.131,16680780,51.538,2/24/2021 0:00,5,Gamaleya - Sputnik V
Malaysia,MYS,WPRO,REPORTING,9/10/2021 0:00,37395688,21080152,115.54,65.131,16680780,51.538,2/24/2021 0:00,5,Pfizer BioNTech - Comirnaty
Malaysia,MYS,WPRO,REPORTING,9/10/2021 0:00,37395688,21080152,115.54,65.131,16680780,51.538,2/24/2021 0:00,5,Sinovac - CoronaVac
Mali,MLI,AFRO,REPORTING,9/22/2021 0:00,397853,311376,1.965,1.538,86477,0.427,3/31/2021 0:00,1,SII - Covishield
Malta,MLT,EURO,OWID,9/21/2021 0:00,813115,419333,158.02,81.493,418710,81.372,,4,Janssen - Ad26.COV 2.5
Malta,MLT,EURO,OWID,9/21/2021 0:00,813115,419333,158.02,81.493,418710,81.372,,4,Moderna - mRNA-1273
Malta,MLT,EURO,OWID,9/21/2021 0:00,813115,419333,158.02,81.493,418710,81.372,,4,AstraZeneca - AZD1222
Malta,MLT,EURO,OWID,9/21/2021 0:00,813115,419333,158.02,81.493,418710,81.372,,4,Pfizer BioNTech - Comirnaty
Marshall Islands,MHL,WPRO,REPORTING,9/14/2021 0:00,38923,21704,65.755,36.666,19017,32.127,12/29/2020 0:00,3,Janssen - Ad26.COV 2.5
Marshall Islands,MHL,WPRO,REPORTING,9/14/2021 0:00,38923,21704,65.755,36.666,19017,32.127,12/29/2020 0:00,3,Moderna - mRNA-1273
Marshall Islands,MHL,WPRO,REPORTING,9/14/2021 0:00,38923,21704,65.755,36.666,19017,32.127,12/29/2020 0:00,3,Pfizer BioNTech - Comirnaty
Martinique,MTQ,AMRO,REPORTING,9/17/2021 0:00,202715,114562,54.019,30.528,88153,23.491,,1,Pfizer BioNTech - Comirnaty
Mauritania,MRT,AFRO,REPORTING,9/21/2021 0:00,876371,316252,18.848,6.802,560119,12.046,3/26/2021 0:00,2,Beijing CNBG - BBIBP-CorV
Mauritania,MRT,AFRO,REPORTING,9/21/2021 0:00,876371,316252,18.848,6.802,560119,12.046,3/26/2021 0:00,2,SII - Covishield
Mauritius,MUS,AFRO,REPORTING,9/22/2021 0:00,1633952,845164,128.479,66.456,786438,61.838,1/26/2021 0:00,3,Beijing CNBG - BBIBP-CorV
Mauritius,MUS,AFRO,REPORTING,9/22/2021 0:00,1633952,845164,128.479,66.456,786438,61.838,1/26/2021 0:00,3,Bharat - Covaxin
Mauritius,MUS,AFRO,REPORTING,9/22/2021 0:00,1633952,845164,128.479,66.456,786438,61.838,1/26/2021 0:00,3,SII - Covishield
Mexico,MEX,AMRO,REPORTING,9/17/2021 0:00,94144251,61573170,73.018,47.756,40997724,31.798,12/24/2020 0:00,7,AstraZeneca - Vaxzevria
Mexico,MEX,AMRO,REPORTING,9/17/2021 0:00,94144251,61573170,73.018,47.756,40997724,31.798,12/24/2020 0:00,7,CanSino - Ad5-nCOV
Mexico,MEX,AMRO,REPORTING,9/17/2021 0:00,94144251,61573170,73.018,47.756,40997724,31.798,12/24/2020 0:00,7,Gamaleya - Sputnik V
Mexico,MEX,AMRO,REPORTING,9/17/2021 0:00,94144251,61573170,73.018,47.756,40997724,31.798,12/24/2020 0:00,7,Janssen - Ad26.COV 2.5
Mexico,MEX,AMRO,REPORTING,9/17/2021 0:00,94144251,61573170,73.018,47.756,40997724,31.798,12/24/2020 0:00,7,Moderna - mRNA-1273
Mexico,MEX,AMRO,REPORTING,9/17/2021 0:00,94144251,61573170,73.018,47.756,40997724,31.798,12/24/2020 0:00,7,Pfizer BioNTech - Comirnaty
Mexico,MEX,AMRO,REPORTING,9/17/2021 0:00,94144251,61573170,73.018,47.756,40997724,31.798,12/24/2020 0:00,7,Sinovac - CoronaVac
Micronesia (Federated States of),FSM,WPRO,REPORTING,9/14/2021 0:00,67963,43235,59.086,37.588,35957,31.261,1/13/2021 0:00,4,AstraZeneca - Vaxzevria
Micronesia (Federated States of),FSM,WPRO,REPORTING,9/14/2021 0:00,67963,43235,59.086,37.588,35957,31.261,1/13/2021 0:00,4,Janssen - Ad26.COV 2.5
Micronesia (Federated States of),FSM,WPRO,REPORTING,9/14/2021 0:00,67963,43235,59.086,37.588,35957,31.261,1/13/2021 0:00,4,Moderna - mRNA-1273
Micronesia (Federated States of),FSM,WPRO,REPORTING,9/14/2021 0:00,67963,43235,59.086,37.588,35957,31.261,1/13/2021 0:00,4,Pfizer BioNTech - Comirnaty
Monaco,MCO,EURO,OWID,9/16/2021 0:00,49980,26672,127.357,67.965,23308,59.393,,1,Pfizer BioNTech - Comirnaty
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,AstraZeneca - Vaxzevria
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,Beijing CNBG - BBIBP-CorV
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,Gamaleya - Sputnik V
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,Moderna - mRNA-1273
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,Pfizer BioNTech - Comirnaty
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,SII - Covishield
Montenegro,MNE,EURO,OWID,9/21/2021 0:00,436177,231526,69.448,36.864,204651,32.585,,4,AstraZeneca - AZD1222
Montenegro,MNE,EURO,OWID,9/21/2021 0:00,436177,231526,69.448,36.864,204651,32.585,,4,Pfizer BioNTech - Comirnaty
Montenegro,MNE,EURO,OWID,9/21/2021 0:00,436177,231526,69.448,36.864,204651,32.585,,4,Beijing CNBG - Inactivated
Montenegro,MNE,EURO,OWID,9/21/2021 0:00,436177,231526,69.448,36.864,204651,32.585,,4,Gamaleya - Sputnik V
