COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,VACCINES_USED
Sri Lanka,LKA,SEARO,REPORTING,9/21/2021 0:00,25110877,13906987,117.268,64.946,11203890,52.322,1/29/2021 0:00,6,SII - Covishield
Sudan,SDN,EMRO,REPORTING,9/19/2021 0:00,1499982,649062,3.421,1.48,581846,1.327,3/9/2021 0:00,5,Beijing CNBG - BBIBP-CorV
Sudan,SDN,EMRO,REPORTING,9/19/2021 0:00,1499982,649062,3.421,1.48,581846,1.327,3/9/2021 0:00,5,Janssen - Ad26.COV 2.5
Sudan,SDN,EMRO,REPORTING,9/19/2021 0:00,1499982,649062,3.421,1.48,581846,1.327,3/9/2021 0:00,5,Pfizer BioNTech - Comirnaty
Sudan,SDN,EMRO,REPORTING,9/19/2021 0:00,1499982,649062,3.421,1.48,581846,1.327,3/9/2021 0:00,5,SII - Covishield
Sudan,SDN,EMRO,REPORTING,9/19/2021 0:00,1499982,649062,3.421,1.48,581846,1.327,3/9/2021 0:00,5,Sinovac - CoronaVac
Suriname,SUR,AMRO,REPORTING,9/17/2021 0:00,374184,215679,63.785,36.766,158505,27.019,2/23/2021 0:00,5,AstraZeneca - Vaxzevria
Suriname,SUR,AMRO,REPORTING,9/17/2021 0:00,374184,215679,63.785,36.766,158505,27.019,2/23/2021 0:00,5,Beijing CNBG - BBIBP-CorV
Suriname,SUR,AMRO,REPORTING,9/17/2021 0:00,374184,215679,63.785,36.766,158505,27.019,2/23/2021 0:00,5,Moderna - mRNA-1273
Suriname,SUR,AMRO,REPORTING,9/17/2021 0:00,374184,215679,63.785,36.766,158505,27.019,2/23/2021 0:00,5,Pfizer BioNTech - Comirnaty
Suriname,SUR,AMRO,REPORTING,9/17/2021 0:00,374184,215679,63.785,36.766,158505,27.019,2/23/2021 0:00,5,SII - Covishield
Sweden,SWE,EURO,OWID,9/21/2021 0:00,13492198,7094601,130.642,68.696,6396156,61.933,,3,Moderna - mRNA-1273
Sweden,SWE,EURO,OWID,9/21/2021 0:00,13492198,7094601,130.642,68.696,6396156,61.933,,3,AstraZeneca - AZD1222
Sweden,SWE,EURO,OWID,9/21/2021 0:00,13492198,7094601,130.642,68.696,6396156,61.933,,3,Pfizer BioNTech - Comirnaty
Switzerland,CHE,EURO,OWID,9/21/2021 0:00,10190410,5357746,117.745,61.906,4635506,53.561,,2,Moderna - mRNA-1273
Switzerland,CHE,EURO,OWID,9/21/2021 0:00,10190410,5357746,117.745,61.906,4635506,53.561,,2,Pfizer BioNTech - Comirnaty
Syrian Arab Republic,SYR,EMRO,REPORTING,9/13/2021 0:00,533949,285087,3.051,1.629,248862,1.422,4/1/2021 0:00,5,Beijing CNBG - BBIBP-CorV
Syrian Arab Republic,SYR,EMRO,REPORTING,9/13/2021 0:00,533949,285087,3.051,1.629,248862,1.422,4/1/2021 0:00,5,Gamaleya - Sputnik V
Syrian Arab Republic,SYR,EMRO,REPORTING,9/13/2021 0:00,533949,285087,3.051,1.629,248862,1.422,4/1/2021 0:00,5,Janssen - Ad26.COV 2.5
Syrian Arab Republic,SYR,EMRO,REPORTING,9/13/2021 0:00,533949,285087,3.051,1.629,248862,1.422,4/1/2021 0:00,5,SII - Covishield
Syrian Arab Republic,SYR,EMRO,REPORTING,9/13/2021 0:00,533949,285087,3.051,1.629,248862,1.422,4/1/2021 0:00,5,Sinovac - CoronaVac
Tajikistan,TJK,EURO,OWID,9/20/2021 0:00,3872421,2307140,40.601,24.19,1565281,16.412,,3,Moderna - mRNA-1273
Tajikistan,TJK,EURO,OWID,9/20/2021 0:00,3872421,2307140,40.601,24.19,1565281,16.412,,3,AstraZeneca - AZD1222
Tajikistan,TJK,EURO,OWID,9/20/2021 0:00,3872421,2307140,40.601,24.19,1565281,16.412,,3,Sinovac - CoronaVac
Thailand,THA,SEARO,REPORTING,9/19/2021 0:00,43864450,28893133,62.843,41.394,14971317,21.449,2/28/2021 0:00,7,AstraZeneca - Vaxzevria
Thailand,THA,SEARO,REPORTING,9/19/2021 0:00,43864450,28893133,62.843,41.394,14971317,21.449,2/28/2021 0:00,7,Beijing CNBG - BBIBP-CorV
Thailand,THA,SEARO,REPORTING,9/19/2021 0:00,43864450,28893133,62.843,41.394,14971317,21.449,2/28/2021 0:00,7,Janssen - Ad26.COV 2.5
Thailand,THA,SEARO,REPORTING,9/19/2021 0:00,43864450,28893133,62.843,41.394,14971317,21.449,2/28/2021 0:00,7,Moderna - mRNA-1273
Thailand,THA,SEARO,REPORTING,9/19/2021 0:00,43864450,28893133,62.843,41.394,14971317,21.449,2/28/2021 0:00,7,Pfizer BioNTech - Comirnaty
Thailand,THA,SEARO,REPORTING,9/19/2021 0:00,43864450,28893133,62.843,41.394,14971317,21.449,2/28/2021 0:00,7,SII - Covishield
Thailand,THA,SEARO,REPORTING,9/19/2021 0:00,43864450,28893133,62.843,41.394,14971317,21.449,2/28/2021 0:00,7,Sinovac - CoronaVac
The United Kingdom,GBR,EURO,REPORTING,9/21/2021 0:00,93059140,48593019,137.1,71.397,44352641,65.334,12/21/2020 0:00,3,AstraZeneca - Vaxzevria
The United Kingdom,GBR,EURO,REPORTING,9/21/2021 0:00,93059140,48593019,137.1,71.397,44352641,65.334,12/21/2020 0:00,3,Moderna - mRNA-1273
The United Kingdom,GBR,EURO,REPORTING,9/21/2021 0:00,93059140,48593019,137.1,71.397,44352641,65.334,12/21/2020 0:00,3,Pfizer BioNTech - Comirnaty
Timor-Leste,TLS,SEARO,REPORTING,9/21/2021 0:00,675891,424568,51.264,32.202,251323,19.062,4/7/2021 0:00,3,AstraZeneca - Vaxzevria
Timor-Leste,TLS,SEARO,REPORTING,9/21/2021 0:00,675891,424568,51.264,32.202,251323,19.062,4/7/2021 0:00,3,SII - Covishield
Timor-Leste,TLS,SEARO,REPORTING,9/21/2021 0:00,675891,424568,51.264,32.202,251323,19.062,4/7/2021 0:00,3,Sinovac - CoronaVac
Togo,TGO,AFRO,REPORTING,9/17/2021 0:00,832822,445041,10.06,5.376,387781,4.684,3/10/2021 0:00,1,SII - Covishield
Tokelau,TKL,WPRO,REPORTING,8/3/2021 0:00,968,968,71.704,71.704,,,7/20/2021 0:00,1,Pfizer BioNTech - Comirnaty
Tonga,TON,WPRO,REPORTING,9/13/2021 0:00,73603,46126,69.637,43.641,27477,25.996,4/14/2021 0:00,1,AstraZeneca - Vaxzevria
Trinidad and Tobago,TTO,AMRO,REPORTING,9/17/2021 0:00,1009873,564871,72.16,40.363,456483,32.618,2/17/2021 0:00,5,AstraZeneca - Vaxzevria
Trinidad and Tobago,TTO,AMRO,REPORTING,9/17/2021 0:00,1009873,564871,72.16,40.363,456483,32.618,2/17/2021 0:00,5,Beijing CNBG - BBIBP-CorV
Trinidad and Tobago,TTO,AMRO,REPORTING,9/17/2021 0:00,1009873,564871,72.16,40.363,456483,32.618,2/17/2021 0:00,5,Janssen - Ad26.COV 2.5
Trinidad and Tobago,TTO,AMRO,REPORTING,9/17/2021 0:00,1009873,564871,72.16,40.363,456483,32.618,2/17/2021 0:00,5,Pfizer BioNTech - Comirnaty
Trinidad and Tobago,TTO,AMRO,REPORTING,9/17/2021 0:00,1009873,564871,72.16,40.363,456483,32.618,2/17/2021 0:00,5,SII - Covishield
Tunisia,TUN,EMRO,REPORTING,9/18/2021 0:00,7132375,4656510,60.349,39.4,3209273,27.154,3/13/2021 0:00,7,AstraZeneca - Vaxzevria
Tunisia,TUN,EMRO,REPORTING,9/18/2021 0:00,7132375,4656510,60.349,39.4,3209273,27.154,3/13/2021 0:00,7,Beijing CNBG - BBIBP-CorV
Tunisia,TUN,EMRO,REPORTING,9/18/2021 0:00,7132375,4656510,60.349,39.4,3209273,27.154,3/13/2021 0:00,7,Gamaleya - Sputnik V
Tunisia,TUN,EMRO,REPORTING,9/18/2021 0:00,7132375,4656510,60.349,39.4,3209273,27.154,3/13/2021 0:00,7,Janssen - Ad26.COV 2.5
Tunisia,TUN,EMRO,REPORTING,9/18/2021 0:00,7132375,4656510,60.349,39.4,3209273,27.154,3/13/2021 0:00,7,Moderna - mRNA-1273
Tunisia,TUN,EMRO,REPORTING,9/18/2021 0:00,7132375,4656510,60.349,39.4,3209273,27.154,3/13/2021 0:00,7,Pfizer BioNTech - Comirnaty
Tunisia,TUN,EMRO,REPORTING,9/18/2021 0:00,7132375,4656510,60.349,39.4,3209273,27.154,3/13/2021 0:00,7,Sinovac - CoronaVac
Turkey,TUR,EURO,OWID,9/21/2021 0:00,106066262,52956452,125.762,62.79,42536503,50.435,,2,Pfizer BioNTech - Comirnaty
Turkey,TUR,EURO,OWID,9/21/2021 0:00,106066262,52956452,125.762,62.79,42536503,50.435,,2,Sinovac - CoronaVac
Turkmenistan,TKM,EURO,OWID,4/4/2021 0:00,41993,32240,0.696,0.535,9753,0.162,,4,SRCVB - EpiVacCorona
Turkmenistan,TKM,EURO,OWID,4/4/2021 0:00,41993,32240,0.696,0.535,9753,0.162,,4,AstraZeneca - AZD1222
Turkmenistan,TKM,EURO,OWID,4/4/2021 0:00,41993,32240,0.696,0.535,9753,0.162,,4,Beijing CNBG - Inactivated
Turkmenistan,TKM,EURO,OWID,4/4/2021 0:00,41993,32240,0.696,0.535,9753,0.162,,4,Gamaleya - Sputnik V
Turks and Caicos Islands,TCA,AMRO,REPORTING,9/17/2021 0:00,52374,27446,135.27,70.887,24928,64.383,1/11/2021 0:00,1,Pfizer BioNTech - Comirnaty
Tuvalu,TUV,WPRO,REPORTING,9/10/2021 0:00,10861,6209,92.105,52.654,4652,39.45,4/13/2021 0:00,1,AstraZeneca - Vaxzevria
Uganda,UGA,AFRO,REPORTING,9/17/2021 0:00,1643067,1227581,3.592,2.684,415486,0.908,3/10/2021 0:00,1,SII - Covishield
Ukraine,UKR,EURO,OWID,9/21/2021 0:00,11681589,6435425,26.711,14.715,5246164,11.996,,4,Moderna - mRNA-1273
Ukraine,UKR,EURO,OWID,9/21/2021 0:00,11681589,6435425,26.711,14.715,5246164,11.996,,4,AstraZeneca - AZD1222
Ukraine,UKR,EURO,OWID,9/21/2021 0:00,11681589,6435425,26.711,14.715,5246164,11.996,,4,Pfizer BioNTech - Comirnaty
Ukraine,UKR,EURO,OWID,9/21/2021 0:00,11681589,6435425,26.711,14.715,5246164,11.996,,4,Sinovac - CoronaVac
United Arab Emirates,ARE,EMRO,REPORTING,9/22/2021 0:00,19653364,,198.711,,,,12/14/2020 0:00,5,AstraZeneca - Vaxzevria
United Arab Emirates,ARE,EMRO,REPORTING,9/22/2021 0:00,19653364,,198.711,,,,12/14/2020 0:00,5,Beijing CNBG - BBIBP-CorV
United Arab Emirates,ARE,EMRO,REPORTING,9/22/2021 0:00,19653364,,198.711,,,,12/14/2020 0:00,5,Gamaleya - Sputnik V
United Arab Emirates,ARE,EMRO,REPORTING,9/22/2021 0:00,19653364,,198.711,,,,12/14/2020 0:00,5,Pfizer BioNTech - Comirnaty
United Arab Emirates,ARE,EMRO,REPORTING,9/22/2021 0:00,19653364,,198.711,,,,12/14/2020 0:00,5,SII - Covishield
United Republic of Tanzania,TZA,AFRO,REPORTING,9/16/2021 0:00,389807,0,0.653,0,354807,0.594,,1,Janssen - Ad26.COV 2.5
United States of America,USA,AMRO,REPORTING,9/17/2021 0:00,388936652,221241577,117.503,66.84,182628424,55.174,12/14/2020 0:00,3,Janssen - Ad26.COV 2.5
United States of America,USA,AMRO,REPORTING,9/17/2021 0:00,388936652,221241577,117.503,66.84,182628424,55.174,12/14/2020 0:00,3,Moderna - mRNA-1273
United States of America,USA,AMRO,REPORTING,9/17/2021 0:00,388936652,221241577,117.503,66.84,182628424,55.174,12/14/2020 0:00,3,Pfizer BioNTech - Comirnaty
Uruguay,URY,AMRO,REPORTING,9/17/2021 0:00,5983253,2714224,172.243,78.136,2555614,73.57,2/27/2021 0:00,3,AstraZeneca - Vaxzevria
Uruguay,URY,AMRO,REPORTING,9/17/2021 0:00,5983253,2714224,172.243,78.136,2555614,73.57,2/27/2021 0:00,3,Pfizer BioNTech - Comirnaty
Uruguay,URY,AMRO,REPORTING,9/17/2021 0:00,5983253,2714224,172.243,78.136,2555614,73.57,2/27/2021 0:00,3,Sinovac - CoronaVac
Uzbekistan,UZB,EURO,OWID,9/15/2021 0:00,17435318,,52.094,,3345225,9.995,,3,AstraZeneca - AZD1222
Uzbekistan,UZB,EURO,OWID,9/15/2021 0:00,17435318,,52.094,,3345225,9.995,,3,Gamaleya - Sputnik V
Uzbekistan,UZB,EURO,OWID,9/15/2021 0:00,17435318,,52.094,,3345225,9.995,,3,ZF2001
Vanuatu,VUT,WPRO,REPORTING,9/12/2021 0:00,57171,42840,18.614,13.948,14345,4.67,6/2/2021 0:00,2,AstraZeneca - Vaxzevria
Vanuatu,VUT,WPRO,REPORTING,9/12/2021 0:00,57171,42840,18.614,13.948,14345,4.67,6/2/2021 0:00,2,Beijing CNBG - BBIBP-CorV
Venezuela (Bolivarian Republic of),VEN,AMRO,REPORTING,9/17/2021 0:00,11094206,6822809,39.015,23.994,4261397,14.986,2/22/2021 0:00,3,Beijing CNBG - BBIBP-CorV
Venezuela (Bolivarian Republic of),VEN,AMRO,REPORTING,9/17/2021 0:00,11094206,6822809,39.015,23.994,4261397,14.986,2/22/2021 0:00,3,Gamaleya - Sputnik V
Venezuela (Bolivarian Republic of),VEN,AMRO,REPORTING,9/17/2021 0:00,11094206,6822809,39.015,23.994,4261397,14.986,2/22/2021 0:00,3,Wuhan CNBG - Inactivated
Viet Nam,VNM,WPRO,REPORTING,9/10/2021 0:00,25926688,21459102,26.636,22.046,4467586,4.59,3/8/2021 0:00,5,AstraZeneca - Vaxzevria
Viet Nam,VNM,WPRO,REPORTING,9/10/2021 0:00,25926688,21459102,26.636,22.046,4467586,4.59,3/8/2021 0:00,5,Beijing CNBG - BBIBP-CorV
Viet Nam,VNM,WPRO,REPORTING,9/10/2021 0:00,25926688,21459102,26.636,22.046,4467586,4.59,3/8/2021 0:00,5,Gamaleya - Sputnik V
Viet Nam,VNM,WPRO,REPORTING,9/10/2021 0:00,25926688,21459102,26.636,22.046,4467586,4.59,3/8/2021 0:00,5,Moderna - mRNA-1273
Viet Nam,VNM,WPRO,REPORTING,9/10/2021 0:00,25926688,21459102,26.636,22.046,4467586,4.59,3/8/2021 0:00,5,Pfizer BioNTech - Comirnaty
Wallis and Futuna,WLF,WPRO,REPORTING,9/9/2021 0:00,9902,4952,88.049,44.033,4950,44.016,3/19/2021 0:00,1,Moderna - mRNA-1273
Yemen,YEM,EMRO,REPORTING,9/12/2021 0:00,322934,308025,1.083,1.033,14909,0.05,4/20/2021 0:00,2,Janssen - Ad26.COV 2.5
Yemen,YEM,EMRO,REPORTING,9/12/2021 0:00,322934,308025,1.083,1.033,14909,0.05,4/20/2021 0:00,2,SII - Covishield
Zambia,ZMB,AFRO,REPORTING,9/20/2021 0:00,697261,313240,3.793,1.704,339852,1.849,4/14/2021 0:00,1,SII - Covishield
Zimbabwe,ZWE,AFRO,REPORTING,9/21/2021 0:00,5044188,2962145,33.938,19.93,2082043,14.008,2/18/2021 0:00,3,Beijing CNBG - BBIBP-CorV
Zimbabwe,ZWE,AFRO,REPORTING,9/21/2021 0:00,5044188,2962145,33.938,19.93,2082043,14.008,2/18/2021 0:00,3,Bharat - Covaxin
Zimbabwe,ZWE,AFRO,REPORTING,9/21/2021 0:00,5044188,2962145,33.938,19.93,2082043,14.008,2/18/2021 0:00,3,Sinovac - CoronaVac
