Country_Region,Lat,Long,Date,Year,Month,Vaccinations
Albania,41.1533,20.1683,2021-05-26 00:00:00,2021,May,23851.0
Albania,41.1533,20.1683,2021-05-27 00:00:00,2021,May,10057.0
Albania,41.1533,20.1683,2021-05-28 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-29 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-30 00:00:00,2021,May,13161.0
Albania,41.1533,20.1683,2021-05-31 00:00:00,2021,May,4257.0
Albania,41.1533,20.1683,2021-06-01 00:00:00,2021,June,3881.0
Albania,41.1533,20.1683,2021-06-02 00:00:00,2021,June,0.0
Albania,41.1533,20.1683,2021-06-03 00:00:00,2021,June,6979.0
Albania,41.1533,20.1683,2021-06-04 00:00:00,2021,June,0.0
Albania,41.1533,20.1683,2021-06-05 00:00:00,2021,June,0.0
Albania,41.1533,20.1683,2021-06-06 00:00:00,2021,June,11303.0
Albania,41.1533,20.1683,2021-06-07 00:00:00,2021,June,5058.0
Albania,41.1533,20.1683,2021-06-08 00:00:00,2021,June,0.0
Albania,41.1533,20.1683,2021-06-09 00:00:00,2021,June,12874.0
Albania,41.1533,20.1683,2021-06-10 00:00:00,2021,June,0.0
Albania,41.1533,20.1683,2021-06-11 00:00:00,2021,June,6497.0
Albania,41.1533,20.1683,2021-06-12 00:00:00,2021,June,7228.0
Albania,41.1533,20.1683,2021-06-13 00:00:00,2021,June,4587.0
Albania,41.1533,20.1683,2021-06-14 00:00:00,2021,June,1562.0
Albania,41.1533,20.1683,2021-06-15 00:00:00,2021,June,6105.0
Albania,41.1533,20.1683,2021-06-16 00:00:00,2021,June,0.0
Albania,41.1533,20.1683,2021-06-17 00:00:00,2021,June,20093.0
Albania,41.1533,20.1683,2021-06-18 00:00:00,2021,June,0.0
Albania,41.1533,20.1683,2021-06-19 00:00:00,2021,June,0.0
Albania,41.1533,20.1683,2021-06-20 00:00:00,2021,June,0.0
Albania,41.1533,20.1683,2021-06-21 00:00:00,2021,June,27424.0
Albania,41.1533,20.1683,2021-06-22 00:00:00,2021,June,0.0
